[0.030s] Invoking command in '/home/foiegreis/ros2_sim_ws/build/ur_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/foiegreis/ros2_fndm_ws/install/py_actions:/home/foiegreis/ros2_fndm_ws/install/py_pkg:/opt/ros/iron /usr/bin/cmake /home/foiegreis/ros2_sim_ws/src/Universal_Robots_ROS2_Description -DCMAKE_INSTALL_PREFIX=/home/foiegreis/ros2_sim_ws/install/ur_description
[0.142s] -- The C compiler identification is GNU 11.4.0
[0.247s] -- The CXX compiler identification is GNU 11.4.0
[0.263s] -- Detecting C compiler ABI info
[0.350s] -- Detecting C compiler ABI info - done
[0.358s] -- Check for working C compiler: /usr/bin/cc - skipped
[0.359s] -- Detecting C compile features
[0.359s] -- Detecting C compile features - done
[0.362s] -- Detecting CXX compiler ABI info
[0.439s] -- Detecting CXX compiler ABI info - done
[0.446s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[0.446s] -- Detecting CXX compile features
[0.446s] -- Detecting CXX compile features - done
[0.458s] -- Found ament_cmake: 2.0.5 (/opt/ros/iron/share/ament_cmake/cmake)
[0.728s] -- Found Python3: /usr/bin/python3.10 (found version "3.10.12") found components: Interpreter 
[0.835s] -- Found ament_cmake_pytest: 2.0.5 (/opt/ros/iron/share/ament_cmake_pytest/cmake)
[3.257s] -- Configuring done
[3.437s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/urdf/ur_macro.xacro
[3.437s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/urdf/inc
[3.438s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/urdf/inc/ur_common.xacro
[3.438s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/urdf/inc/ur_sensors.xacro
[3.438s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/urdf/inc/ur_joint_control.xacro
[3.438s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/urdf/inc/ur_transmissions.xacro
[3.439s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/urdf/ur_mocked.urdf.xacro
[3.439s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/test
[3.439s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/test/test_ur_urdf_xacro.py
[3.439s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/test/test_view_ur_launch.py
[3.440s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ament_index/resource_index/package_run_dependencies/ur_description
[3.440s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ament_index/resource_index/parent_prefix_path/ur_description
[3.441s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/environment/ament_prefix_path.sh
[3.441s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/environment/ament_prefix_path.dsv
[3.441s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/environment/path.sh
[3.441s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/environment/path.dsv
[3.442s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/local_setup.bash
[3.442s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/local_setup.sh
[3.442s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/local_setup.zsh
[3.443s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/local_setup.dsv
[3.443s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/package.dsv
[3.443s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ament_index/resource_index/packages/ur_description
[3.443s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/cmake/ur_descriptionConfig.cmake
[3.443s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/cmake/ur_descriptionConfig-version.cmake
[3.444s] -- Installing: /home/foiegreis/ros2_sim_ws/install/ur_description/share/ur_description/package.xml
[3.447s] Invoked command in '/home/foiegreis/ros2_sim_ws/build/ur_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/foiegreis/ros2_fndm_ws/install/py_actions:/home/foiegreis/ros2_fndm_ws/install/py_pkg:/opt/ros/iron /usr/bin/cmake --install /home/foiegreis/ros2_sim_ws/build/ur_description
